# DELETION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	deletion span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
GPD1	YDL022W	Anaerobic excretion	phase 3	23	1.0	0.8526570048309158	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
SDH1	YKL148C	TCA	phase 3	23	1.0	0.5741141511294001	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
COX12	YLR038C	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.73277677025108	-0.16270389707667599	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ACS1	YAL054C	Other	phase 3	23	1.0	0.33596072800285226	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.099999999999994	1.0	0.27044833670263035	dead (regular)
HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 3	23	1.0	0.8938202978032701	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.099999999999994	1.0	0.27044833670263035	dead (regular)
COX20	YDR231C	Oxidative Phosphorylation	phase 3	23	1.0	0.971778044611791	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
YLR446W	YLR446W	Glycolysis	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ATP17	YDR377W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
NDE2	YDL085W	Oxidative Phosphorylation	phase 3	23	1.0	0.45364560400290715	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
FAP7	YDL166C	Salvage pathways	phase 3	23	1.0	0.9160734720182967	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ATP16	YDL004W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
RKI1	YOR095C	Pentose phosphate	phase 3	22	0.9565217391304348	0.9823678852145004	-2.4658562741050756	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
ATP20	YPR020W	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
ATP14	YLR295C	Oxidative Phosphorylation	phase 3	23	1.0	0.9355357496925855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
COX19	YLL018C-A	Oxidative Phosphorylation	phase 3	23	1.0	0.971778044611791	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
SOD1	YJR104C	Oxidative stress	phase 3	23	1.0	0.5530120378384756	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.399999999999993	1.0	0.2724689792956029	dead (regular)
SOD2	YHR008C	Oxidative stress	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GPX3	YIR037W	Oxidative stress	phase 3	23	1.0	0.43366143791983647	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GLR1	YPL091W	Oxidative stress	phase 3	23	1.0	0.4659273209962108	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TRX3	YCR083W	Oxidative stress	phase 3	23	1.0	0.46558705653358656	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TRR2	YHR106W	Oxidative stress	phase 3	23	1.0	0.4655870565335864	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
CTA1	YDR256C	Oxidative stress	phase 3	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GPX1	YKL026C	Oxidative stress	phase 3	23	1.0	0.46559217201699027	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GPX2	YBR244W	Oxidative stress	phase 3	23	1.0	0.7273546552627361	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TRX1	YLR043C	Oxidative stress	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TRX2	YGR209C	Oxidative stress	phase 3	23	1.0	0.8937299957682994	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TRR1	YDR353W	Oxidative stress	phase 3	23	1.0	0.8937299957682989	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
CTT1	YGR088W	Oxidative stress	phase 3	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
PGM2,PGM1	YMR105C,YKL127W	Galactose metabolism	phase 3	23	1.0	0.7794502467049864	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
YLR446W,GLK1,HXK1,HXK2	YLR446W,YCL040W,YFR053C,YGL253W	Glycolysis	phase 3	22	0.9565217391304348	0.9737397698950898	-1.6556694551368611	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
TDH3,TDH1,TDH2	YGR192C,YJL052W,YJR009C	Glycolysis	phase 3	22	0.9565217391304348	0.9700774322098032	-1.4530257287547894	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
ERR2,ENO1,ENO2,ERR3,ERR1	YPL281C,YGR254W,YHR174W,YMR323W,YOR393W	Glycolysis	phase 3	22	0.9565217391304348	0.9658392142819706	-1.2727535375926158	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
CDC19,PYK2	YAL038W,YOR347C	Glycolysis	phase 3	22	0.9565217391304348	0.9696335976087612	-1.4317883399354991	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
SOL4,SOL3	YGR248W,YHR163W	Pentose phosphate	phase 3	22	0.9565217391304348	0.9526553710695219	-0.9183356560552968	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
GND2,GND1	YGR256W,YHR183W	Pentose phosphate	phase 3	23	1.0	0.9525876050320761	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.299999999999994	1.0	0.2704278441318048	dead (regular)
TKL2,TKL1	YBR117C,YPR074C	Pentose phosphate	phase 3	22	0.9565217391304348	0.9735804321414321	-1.6456840286834993	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
GPD1,GPD2	YDL022W,YOL059W	Anaerobic excretion	phase 3	23	1.0	0.8526570048309158	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
GPP2,GPP1	YER062C,YIL053W	Anaerobic excretion	phase 3	23	1.0	0.8526570048309171	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
PDC6,PDC1,PDC5	YGR087C,YLR044C,YLR134W	Anaerobic excretion	phase 3	23	1.0	0.9916982016093321	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
ADH5,ADH1	YBR145W,YOL086C	Anaerobic excretion	phase 3	23	1.0	0.9719874299362876	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
HFD1,ALD2,ALD5,ALD4	YMR110C,YMR170C,YER073W,YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 3	23	1.0	0.721856941684033	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.499999999999993	1.0	0.27040735401994026	dead (regular)
DAL7,MLS1	YIR031C,YNL117W	Anaplerotic reactions 	phase 3	23	1.0	0.4407368326695632	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ACS1,ACS2	YAL054C,YLR153C	Other	phase 3	22	0.9565217391304348	0.9160734720182967	-0.5180514661471978	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
FAP7,ADK1	YDL166C,YDR226W	Salvage pathways	phase 3	22	0.9565217391304348	0.9160734720182967	-0.518051466147198	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
PYC2,PYC1	YBR218C,YGL062W	TCA	phase 3	22	0.9565217391304348	0.938488116381654	-0.7068270114979502	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	64.8000000000006	0.0	0.2034908434970339	alive
CIT1,CIT3	YNR001C,YPR001W	TCA	phase 3	22	0.9565217391304348	0.5904973020360333	-0.1061733197015249	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
SDH9,SDH1	YJL045W,YKL148C	TCA	phase 3	22	0.9565217391304348	0.5603892396175234	-0.09890172122205931	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
NDE2,NDE1	YDL085W,YMR145C	Oxidative Phosphorylation	phase 3	23	1.0	0.45364560400290715	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	5.999999999999995	1.0	0.27045858391024563	dead (regular)
COX5B,COX6,COX4,COX8,COX7,COX13,COX12,COX11,COX23,COX16,COX18,COX20,COX19	YIL111W,YHR051W,YGL187C,YLR395C,YMR256C,YGL191W,YLR038C,YPL132W,YHR116W,YJL003W,YGR062C,YDR231C,YLL018C-A	Oxidative Phosphorylation	phase 3	22	0.9565217391304348	0.830934351258352	-0.2571679178660655	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
SOD1,SOD2	YJR104C,YHR008C	Oxidative stress	phase 3	22	0.9565217391304348	0.5530120378384756	-0.09726942233369101	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	0.1	0.0	0.2085109682378283	dead (regular)
GPX1,GPX2	YKL026C,YBR244W	Oxidative stress	phase 3	23	1.0	0.6389242160284313	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
TRX1,TRX2	YLR043C,YGR209C	Oxidative stress	phase 3	23	1.0	0.8937299957682994	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
